rank,age,ht,ace_rate,df_rate,first_in_pct,first_win_pct,second_win_pct,bp_saved_pct
1.0,22.8,191.0,0.0990660440293529,0.02401601067378252,0.6159106070713809,0.793392905496886,0.5783760312635693,0.7361963190184049
